Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.396080883885759,3.28589367936377,3.4853090172239,3.50499314666143,4.01059402194477,1.21862495452891,-6.59478885893981,0.596383224317051,-8.20424555364315,-14.8125,-6.28515529469308,-1.77453027139875,-0.425079702444208,1.6008537886873,-0.735294117647058,1.87830687830687,2.90833549727343,-1.61493817814787,3.66760707873814,-1.31123206333498,..,..
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30062.0225050457,31731.2566241187,35006.3614404514,40828.7460927775,41377.1466009652,44158.5054044325,39152.3750657306,38753.1825393897,39905.1284180994,38997.1373164651,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36663.2087550584,38633.5298915336,39787.3741650202,42571.0777368471,44320.909185774,..,..
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,..,..
Virgin Islands (U.S.),VIR,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,58.2047337278107,58.2811843405377,58.5166005702861,59.0703652587996,59.8961514966402,60.9370651612134,61.9552935396708,62.7293645067566,63.3082240855134,63.7264618434093,64.0429115547304,64.3000714455823,64.5488982350875,64.8371960756434,65.2544785182936,65.6697082880242,65.8952075362265,65.996781592187,66.0044857417494,65.9418909480139,65.8571479988483,65.780537932267,65.747667703243,65.785283346013,65.9180126853624,66.0921413032948,66.2718715051822,66.4670658682635,66.665487445719,66.8164022620136,66.9529921757475,67.084046803653,67.1118501036973,67.0110853220299,66.7447495961228,66.3500617289513,65.8681000845862,65.3225287208308,64.7346186771876,64.0994502184064,63.553982911884,63.1540060487247,62.8304031832393,62.5651403466463,62.3337423046438,62.001835126082,61.5405049420567,61.0200951407105,60.4485617862012,59.8853610564765
Virgin Islands (U.S.),VIR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.516057183668,38.4977101018057,38.2912890572163,37.7312667139661,36.8225981521192,35.6486395526445,34.4790196198777,33.5518012195678,32.8359109466444,32.2675971267552,31.7574170250549,31.2786503436808,30.8025401319217,30.2721021707358,29.6160034534181,28.9597536837475,28.4868924005922,28.1544936960405,27.9237601776462,27.7709530600622,27.6434734647708,27.4852686952804,27.2622979636774,26.9553227204811,26.5376043028975,26.0429090473713,25.5105942842926,24.9484631171167,24.3685864842378,23.8031427789807,23.229544683639,22.6333178222429,22.0653927575563,21.5440351533284,21.1551250948398,20.7650196122697,20.4136046417846,20.2098793840726,20.0198725250224,19.8638228618768,19.5416344547246,18.9795167046744,18.3320629747418,17.6161817521925,16.8513804581946,16.4634320147309,16.4876236772411,16.5096466181927,16.5190604543704,16.4966727518992
Virgin Islands (U.S.),VIR,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.5313609467456,12.463514633897,12.8937104650782,12.7550859153594,12.1146406027286,11.3256867968036,10.7207074428887,10.3357837879999,10.0946922019326,9.96180010969238,9.90008995731812,9.8775899023577,9.83186336406186,9.76254798805631,9.67815393957796,9.53713772398468,9.3510575600812,9.15951464930453,8.94951251888131,8.7136364873323,8.63446587964296,8.75078187829506,8.8751665926255,8.9550786433361,8.95738318086786,8.86184088847397,8.62267856042127,8.24830456906511,7.79700890606621,7.26276821462496,6.84332802221767,6.64865154109589,6.52846313380534,6.42177992454453,6.34535989947945,6.2612080851409,6.18661718828163,6.17187428140435,6.18788848773588,6.27918361198976,6.35290507561156,6.26249889172389,6.01729668277234,5.65475878411677,5.21275556182886,4.90951501818544,4.81366287757203,4.76703863424176,4.75269874617259,4.75526833380163
Virgin Islands (U.S.),VIR,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.9855801392433,13.1712174288594,13.7603464533929,13.7298864241148,13.1204148050086,12.2715432919382,11.6565856988938,11.3084240421466,11.0500993619914,10.8999626571512,10.8575430213279,10.812415543999,10.7253141465304,10.6068151099097,10.4312235944101,10.1739834108841,9.90408611202983,9.67639436395952,9.48079707646694,9.3140419870478,9.33019473571582,9.53349212804276,9.72651123291901,9.85819155700275,9.90876422247271,9.85581099079275,9.64151125712629,9.28056302082326,8.84275353196929,8.31343544348029,7.88179255370857,7.681080449928,7.57061816480496,7.466945500386,7.375266900429,7.26097606563505,7.13648174226947,7.05267478999169,6.98958997238156,7.03963180772181,7.09890658129963,6.98346887790358,6.74015198595711,6.41922180383719,6.04081067356078,5.82536842600876,5.82289920213082,5.83680547192987,5.85355730260267,5.86008535906476
Virgin Islands (U.S.),VIR,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.796449704142,11.1199445763155,11.5597653305365,11.9544032280155,12.2734677255142,12.1854251977895,11.6669123065586,11.1567186007059,10.7162913189133,10.3466856543535,10.0752196298352,9.87473207906644,9.74641843331973,9.67060050239348,9.62596781539396,9.4161032575292,9.0414136972974,8.73964190588932,8.576005858928,8.53040157473172,8.54988482579902,8.57296041461889,8.5766326077299,8.57115054581483,8.58687885390661,8.55446835119734,8.46945694384516,8.40087130598891,8.32412066967958,8.21178413216978,8.01474057128615,7.72955907534246,7.39558749910606,7.0454973160437,6.67833423083827,6.2783299840496,6.00743994833875,5.89685335589915,5.82033721665984,5.79341768338605,5.77850656386947,5.76500605857609,5.78180194080149,5.79421417412002,5.74586595150976,5.65351492974562,5.54639335008357,5.40612635042013,5.25110073084058,5.09581343073897
Virgin Islands (U.S.),VIR,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.257154183494,11.6356351072508,12.1933899114076,12.7594523898495,13.2494897677754,13.2226581498654,12.623078482201,11.9788422352904,11.4810166300596,11.1146840380067,10.839006003934,10.6742148151181,10.5887508535206,10.5204321182126,10.4677851803705,10.220513857981,9.76878438918789,9.39836558798121,9.17642655214192,9.07828060495784,9.05200085598117,9.04742539553438,9.04906199336061,9.06822604574093,9.13417536152297,9.15802883780184,9.11295777369794,9.07755070474275,9.04029204713811,8.96375672160426,8.8023719257315,8.56556260460047,8.28313546601166,7.98878150316131,7.6583282728359,7.24523624487226,6.95202015193288,6.83941247734714,6.7498254878752,6.69803119406801,6.63326819939301,6.52633817041408,6.43051058123181,6.32732651963421,6.19200406260099,6.12552380055558,6.13919309385367,6.14508321090532,6.14898188388105,6.13966722335622
Virgin Islands (U.S.),VIR,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.87692307692308,8.81100296425853,8.84380496651481,9.17097735964348,9.77397678680513,10.4619727269113,10.9064112011791,10.8700739036328,10.4587440212234,9.92908483839618,9.44743238846249,9.1050250059538,8.94038791998557,8.91985402151761,9.02345529072415,9.08987754716089,8.92447870379898,8.5703980467594,8.12834714148396,7.68044556925282,7.3270587388425,7.14681440443213,7.1505997334518,7.30790325719644,7.56975626108205,7.70457007477343,7.66724491682884,7.59217941142751,7.46535301453095,7.30094191383397,7.16110483074157,7.07940924657534,7.02102553100193,6.97022107913862,6.90989050439778,6.70637745676721,6.46766169154229,6.30248622595866,6.08646294710984,5.83483958427474,5.59055646653817,5.40444689633431,5.29457144017215,5.2636545700475,5.3061313123636,5.41583293719668,5.54417966285543,5.63064064375584,5.67127818876696,5.67912334925541
